"","Date","Page.Loads","Unique.Visits","First.Time.Visits","Returning.Visits"
"1117","10/4/2017","3,572","2,731","2,245","486"
"1118","10/5/2017","3,605","2,695","2,230","465"
"1119","10/6/2017","2,774","2,078","1,670","408"
"1120","10/7/2017","1,780","1,354","1,106","248"
"1121","10/8/2017","2,469","1,884","1,571","313"
"1122","10/9/2017","3,881","2,869","2,348","521"
"1123","10/10/2017","3,767","2,785","2,296","489"
"1124","10/11/2017","4,082","2,924","2,335","589"
"1125","10/12/2017","4,047","2,768","2,240","528"
"1126","10/13/2017","2,877","2,114","1,706","408"
"1127","10/14/2017","2,073","1,559","1,298","261"
"1128","10/15/2017","2,759","2,066","1,739","327"
"1129","10/16/2017","3,817","2,880","2,344","536"
"1130","10/17/2017","3,949","2,930","2,402","528"
"1131","10/18/2017","3,867","2,896","2,395","501"
"1132","10/19/2017","3,621","2,582","2,119","463"
"1133","10/20/2017","2,978","2,220","1,772","448"
"1134","10/21/2017","1,992","1,434","1,158","276"
"1135","10/22/2017","2,851","2,142","1,779","363"
"1136","10/23/2017","4,390","3,177","2,651","526"
"1137","10/24/2017","3,886","2,938","2,406","532"
"1138","10/25/2017","3,424","2,477","2,017","460"
"1139","10/26/2017","4,207","3,087","2,561","526"
"1140","10/27/2017","3,345","2,478","1,984","494"
"1141","10/28/2017","2,128","1,567","1,277","290"
"1142","10/29/2017","2,205","1,637","1,319","318"
"1143","10/30/2017","4,091","2,999","2,453","546"
"1144","10/31/2017","4,223","3,143","2,555","588"
"1145","11/1/2017","4,361","3,147","2,554","593"
"1146","11/2/2017","4,263","3,103","2,513","590"
"1147","11/3/2017","3,341","2,397","1,903","494"
"1148","11/4/2017","2,278","1,634","1,307","327"
"1149","11/5/2017","3,097","2,299","1,888","411"
"1150","11/6/2017","4,185","3,113","2,538","575"
"1151","11/7/2017","4,477","3,341","2,689","652"
"1152","11/8/2017","4,354","3,227","2,579","648"
"1153","11/9/2017","4,194","3,005","2,401","604"
"1154","11/10/2017","3,240","2,319","1,833","486"
"1155","11/11/2017","2,424","1,613","1,283","330"
"1156","11/12/2017","3,168","2,309","1,853","456"
"1157","11/13/2017","4,709","3,433","2,784","649"
"1158","11/14/2017","4,634","3,373","2,727","646"
"1159","11/15/2017","4,545","3,345","2,681","664"
"1160","11/16/2017","4,532","3,332","2,693","639"
"1161","11/17/2017","3,317","2,508","2,018","490"
"1162","11/18/2017","2,449","1,741","1,386","355"
"1163","11/19/2017","2,893","2,231","1,780","451"
"1164","11/20/2017","4,170","3,135","2,555","580"
"1165","11/21/2017","4,277","3,026","2,419","607"
"1166","11/22/2017","3,588","2,625","2,078","547"
"1167","11/23/2017","3,141","2,237","1,760","477"
"1168","11/24/2017","2,658","1,843","1,429","414"
"1169","11/25/2017","2,391","1,652","1,327","325"
"1170","11/26/2017","3,202","2,354","1,901","453"
"1171","11/27/2017","4,349","3,251","2,601","650"
"1172","11/28/2017","4,886","3,660","2,968","692"
"1173","11/29/2017","4,555","3,484","2,824","660"
"1174","11/30/2017","4,477","3,134","2,530","604"
"1175","12/1/2017","3,577","2,603","2,056","547"
"1176","12/2/2017","2,430","1,827","1,461","366"
"1177","12/3/2017","3,449","2,504","2,006","498"
"1178","12/4/2017","4,955","3,673","3,019","654"
"1179","12/5/2017","4,475","3,435","2,775","660"
"1180","12/6/2017","4,595","3,452","2,766","686"
"1181","12/7/2017","4,451","3,199","2,563","636"
"1182","12/8/2017","3,418","2,549","2,037","512"
"1183","12/9/2017","2,605","1,944","1,572","372"
"1184","12/10/2017","3,483","2,607","2,102","505"
"1185","12/11/2017","4,651","3,350","2,656","694"
"1186","12/12/2017","4,029","3,011","2,351","660"
"1187","12/13/2017","4,282","3,205","2,609","596"
"1188","12/14/2017","4,138","2,930","2,315","615"
"1189","12/15/2017","4,130","2,803","2,211","592"
"1190","12/16/2017","2,581","1,761","1,429","332"
"1191","12/17/2017","3,355","2,300","1,876","424"
"1192","12/18/2017","4,482","3,109","2,491","618"
"1193","12/19/2017","4,584","3,021","2,456","565"
"1194","12/20/2017","4,106","2,661","2,133","528"
"1195","12/21/2017","3,378","2,243","1,798","445"
"1196","12/22/2017","2,446","1,544","1,211","333"
"1197","12/23/2017","1,447","958","753","205"
"1198","12/24/2017","1,326","895","696","199"
"1199","12/25/2017","1,609","1,015","809","206"
"1200","12/26/2017","2,481","1,438","1,105","333"
"1201","12/27/2017","2,798","1,740","1,350","390"
"1202","12/28/2017","2,809","1,797","1,425","372"
"1203","12/29/2017","2,216","1,410","1,083","327"
"1204","12/30/2017","1,546","1,071","839","232"
"1205","12/31/2017","1,339","923","724","199"
"1206","1/1/2018","1,709","1,120","878","242"
"1207","1/2/2018","3,389","2,208","1,755","453"
"1208","1/3/2018","3,391","2,282","1,827","455"
"1209","1/4/2018","3,698","2,310","1,878","432"
"1210","1/5/2018","3,511","2,272","1,801","471"
"1211","1/6/2018","2,279","1,498","1,196","302"
"1212","1/7/2018","2,822","1,869","1,495","374"
"1213","1/8/2018","4,240","2,784","2,186","598"
"1214","1/9/2018","4,319","2,844","2,302","542"
"1215","1/10/2018","4,224","2,866","2,304","562"
"1216","1/11/2018","3,797","2,704","2,203","501"
"1217","1/12/2018","3,190","2,127","1,692","435"
"1218","1/13/2018","1,998","1,373","1,128","245"
"1219","1/14/2018","2,515","1,711","1,393","318"
"1220","1/15/2018","3,950","2,612","2,065","547"
"1221","1/16/2018","4,033","2,631","2,133","498"
"1222","1/17/2018","4,269","2,812","2,285","527"
"1223","1/18/2018","4,124","2,677","2,157","520"
"1224","1/19/2018","3,228","2,198","1,763","435"
"1225","1/20/2018","2,287","1,423","1,160","263"
"1226","1/21/2018","2,946","1,996","1,628","368"
"1227","1/22/2018","4,608","3,035","2,534","501"
"1228","1/23/2018","4,786","3,154","2,566","588"
"1229","1/24/2018","4,724","3,244","2,680","564"
"1230","1/25/2018","4,417","2,875","2,348","527"
"1231","1/26/2018","3,580","2,314","1,825","489"
"1232","1/27/2018","2,345","1,544","1,229","315"
"1233","1/28/2018","3,170","2,140","1,776","364"
"1234","1/29/2018","4,862","3,194","2,573","621"
"1235","1/30/2018","4,600","3,106","2,504","602"
"1236","1/31/2018","4,705","3,249","2,704","545"
"1237","2/1/2018","4,723","3,164","2,571","593"
"1238","2/2/2018","3,969","2,572","2,104","468"
"1239","2/3/2018","2,994","2,034","1,702","332"
"1240","2/4/2018","3,162","2,186","1,811","375"
"1241","2/5/2018","4,949","3,287","2,735","552"
"1242","2/6/2018","5,092","3,465","2,838","627"
"1243","2/7/2018","4,767","3,319","2,729","590"
"1244","2/8/2018","4,625","3,179","2,603","576"
"1245","2/9/2018","3,738","2,477","2,015","462"
"1246","2/10/2018","2,739","1,793","1,477","316"
"1247","2/11/2018","3,923","2,476","2,077","399"
"1248","2/12/2018","5,341","3,687","3,045","642"
"1249","2/13/2018","5,114","3,460","2,836","624"
"1250","2/14/2018","4,896","3,214","2,568","646"
"1251","2/15/2018","4,502","3,050","2,507","543"
"1252","2/16/2018","3,729","2,518","2,012","506"
"1253","2/17/2018","2,388","1,618","1,319","299"
"1254","2/18/2018","3,405","2,314","1,928","386"
"1255","2/19/2018","5,176","3,620","2,971","649"
"1256","2/20/2018","5,429","3,597","2,978","619"
"1257","2/21/2018","5,120","3,448","2,869","579"
"1258","2/22/2018","4,993","3,379","2,774","605"
"1259","2/23/2018","4,148","2,751","2,221","530"
"1260","2/24/2018","2,763","1,981","1,648","333"
"1261","2/25/2018","3,599","2,446","2,011","435"
"1262","2/26/2018","5,542","3,728","3,052","676"
"1263","2/27/2018","5,378","3,764","3,123","641"
"1264","2/28/2018","5,536","3,734","3,095","639"
"1265","3/1/2018","4,984","3,315","2,713","602"
"1266","3/2/2018","4,130","2,754","2,231","523"
"1267","3/3/2018","2,818","1,922","1,579","343"
"1268","3/4/2018","3,978","2,699","2,249","450"
"1269","3/5/2018","5,502","3,727","3,019","708"
"1270","3/6/2018","5,740","3,842","3,160","682"
"1271","3/7/2018","5,635","3,734","3,037","697"
"1272","3/8/2018","5,375","3,704","3,044","660"
"1273","3/9/2018","4,273","3,038","2,490","548"
"1274","3/10/2018","3,223","2,305","1,918","387"
"1275","3/11/2018","3,956","2,727","2,288","439"
"1276","3/12/2018","5,895","4,141","3,447","694"
"1277","3/13/2018","6,152","4,207","3,398","809"
"1278","3/14/2018","5,906","4,021","3,305","716"
"1279","3/15/2018","6,300","4,061","3,279","782"
"1280","3/16/2018","4,915","3,259","2,673","586"
"1281","3/17/2018","3,218","2,161","1,818","343"
"1282","3/18/2018","4,429","2,919","2,435","484"
"1283","3/19/2018","5,739","4,038","3,316","722"
"1284","3/20/2018","6,220","4,292","3,553","739"
"1285","3/21/2018","6,238","4,163","3,396","767"
"1286","3/22/2018","6,226","4,251","3,595","656"
"1287","3/23/2018","4,364","2,994","2,457","537"
"1288","3/24/2018","2,882","2,021","1,682","339"
"1289","3/25/2018","4,010","2,748","2,263","485"
"1290","3/26/2018","6,084","3,995","3,289","706"
"1291","3/27/2018","5,874","4,147","3,446","701"
"1292","3/28/2018","5,719","3,917","3,288","629"
"1293","3/29/2018","5,003","3,396","2,812","584"
"1294","3/30/2018","3,605","2,541","2,062","479"
"1295","3/31/2018","2,811","1,901","1,512","389"
"1296","4/1/2018","3,567","2,438","1,956","482"
"1297","4/2/2018","5,237","3,542","2,875","667"
"1298","4/3/2018","6,154","4,126","3,438","688"
"1299","4/4/2018","5,895","4,112","3,418","694"
"1300","4/5/2018","5,858","3,943","3,232","711"
"1301","4/6/2018","5,034","3,348","2,749","599"
"1302","4/7/2018","3,613","2,291","1,840","451"
"1303","4/8/2018","4,389","3,059","2,530","529"
"1304","4/9/2018","6,278","4,290","3,546","744"
"1305","4/10/2018","6,836","4,514","3,747","767"
"1306","4/11/2018","6,731","4,596","3,759","837"
"1307","4/12/2018","6,287","4,332","3,563","769"
"1308","4/13/2018","5,089","3,454","2,850","604"
"1309","4/14/2018","3,812","2,542","2,094","448"
"1310","4/15/2018","5,290","3,538","2,914","624"
"1311","4/16/2018","7,161","4,993","4,188","805"
"1312","4/17/2018","7,352","4,939","4,058","881"
"1313","4/18/2018","7,218","4,842","4,001","841"
"1314","4/19/2018","7,040","4,672","3,895","777"
"1315","4/20/2018","5,367","3,728","3,029","699"
"1316","4/21/2018","4,021","2,749","2,253","496"
"1317","4/22/2018","5,397","3,722","3,059","663"
"1318","4/23/2018","7,605","5,124","4,216","908"
"1319","4/24/2018","7,614","5,094","4,181","913"
"1320","4/25/2018","7,984","5,541","4,616","925"
"1321","4/26/2018","7,040","4,823","3,957","866"
"1322","4/27/2018","5,628","3,749","3,095","654"
"1323","4/28/2018","3,926","2,618","2,141","477"
"1324","4/29/2018","5,479","3,635","3,057","578"
"1325","4/30/2018","6,670","4,584","3,784","800"
"1326","5/1/2018","6,783","4,542","3,742","800"
"1327","5/2/2018","7,105","4,865","4,013","852"
"1328","5/3/2018","6,877","4,702","3,854","848"
"1329","5/4/2018","5,460","3,711","3,039","672"
"1330","5/5/2018","3,648","2,568","2,058","510"
"1331","5/6/2018","4,917","3,311","2,737","574"
"1332","5/7/2018","6,980","4,654","3,881","773"
"1333","5/8/2018","6,702","4,577","3,700","877"
"1334","5/9/2018","6,699","4,488","3,581","907"
"1335","5/10/2018","6,001","4,059","3,265","794"
"1336","5/11/2018","5,094","3,454","2,766","688"
"1337","5/12/2018","3,179","2,237","1,821","416"
"1338","5/13/2018","4,169","2,912","2,413","499"
"1339","5/14/2018","6,392","4,388","3,637","751"
"1340","5/15/2018","5,878","4,094","3,384","710"
"1341","5/16/2018","5,800","3,976","3,266","710"
"1342","5/17/2018","5,690","4,023","3,254","769"
"1343","5/18/2018","4,314","2,986","2,400","586"
"1344","5/19/2018","2,948","2,117","1,735","382"
"1345","5/20/2018","3,864","2,674","2,155","519"
"1346","5/21/2018","5,499","3,708","3,005","703"
"1347","5/22/2018","5,790","4,040","3,269","771"
"1348","5/23/2018","5,720","3,971","3,206","765"
"1349","5/24/2018","5,692","3,675","2,965","710"
"1350","5/25/2018","4,082","2,803","2,188","615"
"1351","5/26/2018","2,716","1,965","1,597","368"
"1352","5/27/2018","3,430","2,374","1,887","487"
"1353","5/28/2018","4,353","2,994","2,392","602"
"1354","5/29/2018","5,525","3,777","3,112","665"
"1355","5/30/2018","5,407","3,574","2,908","666"
"1356","5/31/2018","4,994","3,485","2,792","693"
"1357","6/1/2018","3,835","2,681","2,172","509"
"1358","6/2/2018","2,511","1,750","1,423","327"
"1359","6/3/2018","3,371","2,308","1,891","417"
"1360","6/4/2018","5,226","3,399","2,741","658"
"1361","6/5/2018","5,139","3,453","2,811","642"
"1362","6/6/2018","5,051","3,474","2,828","646"
"1363","6/7/2018","4,787","3,283","2,685","598"
"1364","6/8/2018","3,956","2,670","2,107","563"
"1365","6/9/2018","2,303","1,589","1,278","311"
"1366","6/10/2018","3,011","2,091","1,717","374"
"1367","6/11/2018","4,896","3,326","2,714","612"
"1368","6/12/2018","4,952","3,309","2,624","685"
"1369","6/13/2018","4,570","3,099","2,439","660"
"1370","6/14/2018","4,542","2,962","2,377","585"
"1371","6/15/2018","3,383","2,320","1,847","473"
"1372","6/16/2018","1,922","1,316","1,061","255"
"1373","6/17/2018","2,404","1,677","1,361","316"
"1374","6/18/2018","4,576","2,964","2,313","651"
"1375","6/19/2018","4,727","3,144","2,519","625"
"1376","6/20/2018","4,639","2,989","2,370","619"
"1377","6/21/2018","4,108","2,762","2,154","608"
"1378","6/22/2018","3,372","2,207","1,744","463"
"1379","6/23/2018","1,996","1,277","989","288"
"1380","6/24/2018","2,415","1,619","1,266","353"
"1381","6/25/2018","4,457","2,881","2,272","609"
"1382","6/26/2018","4,736","3,039","2,410","629"
"1383","6/27/2018","4,245","2,818","2,244","574"
"1384","6/28/2018","4,081","2,785","2,160","625"
"1385","6/29/2018","3,053","2,008","1,568","440"
"1386","6/30/2018","1,741","1,147","927","220"
"1387","7/1/2018","2,186","1,447","1,140","307"
"1388","7/2/2018","4,026","2,533","1,952","581"
"1389","7/3/2018","3,961","2,515","1,966","549"
"1390","7/4/2018","3,019","2,032","1,595","437"
"1391","7/5/2018","3,743","2,496","1,997","499"
"1392","7/6/2018","3,050","1,995","1,575","420"
"1393","7/7/2018","1,688","1,080","857","223"
"1394","7/8/2018","2,185","1,440","1,145","295"
"1395","7/9/2018","4,104","2,576","2,016","560"
"1396","7/10/2018","4,097","2,694","2,059","635"
"1397","7/11/2018","3,844","2,506","1,895","611"
"1398","7/12/2018","3,743","2,530","2,001","529"
"1399","7/13/2018","3,073","2,068","1,581","487"
"1400","7/14/2018","1,852","1,249","992","257"
"1401","7/15/2018","2,105","1,474","1,173","301"
"1402","7/16/2018","4,078","2,657","2,095","562"
"1403","7/17/2018","4,515","2,856","2,255","601"
"1404","7/18/2018","4,276","2,779","2,173","606"
"1405","7/19/2018","4,043","2,705","2,114","591"
"1406","7/20/2018","3,004","2,028","1,576","452"
"1407","7/21/2018","1,664","1,177","942","235"
"1408","7/22/2018","2,248","1,561","1,246","315"
"1409","7/23/2018","4,062","2,658","2,081","577"
"1410","7/24/2018","4,053","2,680","2,091","589"
"1411","7/25/2018","3,628","2,431","1,879","552"
"1412","7/26/2018","3,596","2,415","1,925","490"
"1413","7/27/2018","3,140","2,002","1,539","463"
"1414","7/28/2018","1,938","1,304","1,054","250"
"1415","7/29/2018","2,460","1,699","1,364","335"
"1416","7/30/2018","4,175","2,771","2,166","605"
"1417","7/31/2018","4,113","2,881","2,310","571"
"1418","8/1/2018","4,273","2,901","2,310","591"
"1419","8/2/2018","4,194","2,754","2,202","552"
"1420","8/3/2018","3,405","2,345","1,833","512"
"1421","8/4/2018","1,800","1,251","1,025","226"
"1422","8/5/2018","2,378","1,694","1,388","306"
"1423","8/6/2018","4,319","2,856","2,233","623"
"1424","8/7/2018","4,388","2,971","2,375","596"
"1425","8/8/2018","4,205","2,724","2,118","606"
"1426","8/9/2018","3,973","2,555","1,998","557"
"1427","8/10/2018","3,510","2,224","1,777","447"
"1428","8/11/2018","1,913","1,281","1,012","269"
"1429","8/12/2018","2,397","1,644","1,284","360"
"1430","8/13/2018","4,348","2,789","2,224","565"
"1431","8/14/2018","3,966","2,688","2,127","561"
"1432","8/15/2018","3,805","2,544","2,035","509"
"1433","8/16/2018","3,866","2,604","2,074","530"
"1434","8/17/2018","3,489","2,219","1,737","482"
"1435","8/18/2018","2,074","1,394","1,108","286"
"1436","8/19/2018","2,519","1,687","1,318","369"
"1437","8/20/2018","4,202","2,734","2,128","606"
"1438","8/21/2018","4,023","2,711","2,147","564"
"1439","8/22/2018","4,048","2,685","2,121","564"
"1440","8/23/2018","4,150","2,860","2,249","611"
"1441","8/24/2018","3,154","2,199","1,742","457"
"1442","8/25/2018","2,143","1,317","1,012","305"
"1443","8/26/2018","2,576","1,705","1,372","333"
"1444","8/27/2018","4,317","2,954","2,367","587"
"1445","8/28/2018","4,421","3,023","2,427","596"
"1446","8/29/2018","4,563","3,019","2,395","624"
"1447","8/30/2018","4,055","2,798","2,265","533"
"1448","8/31/2018","3,427","2,305","1,815","490"
"1449","9/1/2018","1,731","1,241","989","252"
"1450","9/2/2018","2,258","1,641","1,293","348"
"1451","9/3/2018","3,655","2,499","2,032","467"
"1452","9/4/2018","4,456","2,995","2,435","560"
"1453","9/5/2018","4,566","3,042","2,456","586"
"1454","9/6/2018","4,314","3,049","2,508","541"
"1455","9/7/2018","3,557","2,349","1,890","459"
"1456","9/8/2018","2,281","1,548","1,255","293"
"1457","9/9/2018","3,346","2,255","1,906","349"
"1458","9/10/2018","4,711","3,200","2,600","600"
"1459","9/11/2018","4,709","3,134","2,595","539"
"1460","9/12/2018","4,379","3,032","2,464","568"
"1461","9/13/2018","4,357","2,870","2,325","545"
"1462","9/14/2018","3,560","2,396","1,907","489"
"1463","9/15/2018","2,049","1,488","1,244","244"
"1464","9/16/2018","2,813","1,934","1,614","320"
"1465","9/17/2018","5,064","3,241","2,621","620"
"1466","9/18/2018","5,006","3,221","2,595","626"
"1467","9/19/2018","4,949","3,282","2,708","574"
"1468","9/20/2018","4,695","3,165","2,573","592"
"1469","9/21/2018","3,516","2,383","1,933","450"
"1470","9/22/2018","2,460","1,704","1,374","330"
"1471","9/23/2018","2,994","2,127","1,733","394"
"1472","9/24/2018","4,688","3,273","2,679","594"
"1473","9/25/2018","4,924","3,481","2,885","596"
"1474","9/26/2018","5,209","3,546","2,936","610"
"1475","9/27/2018","5,966","4,029","3,385","644"
"1476","9/28/2018","4,740","3,171","2,643","528"
"1477","9/29/2018","2,715","1,870","1,618","252"
"1478","9/30/2018","3,739","2,573","2,194","379"
"1479","10/1/2018","5,841","3,982","3,331","651"
"1480","10/2/2018","5,881","4,096","3,514","582"
"1481","10/3/2018","5,540","3,863","3,249","614"
"1482","10/4/2018","5,636","3,894","3,306","588"
"1483","10/5/2018","4,479","3,120","2,638","482"
"1484","10/6/2018","3,076","2,094","1,750","344"
"1485","10/7/2018","3,973","2,865","2,457","408"
"1486","10/8/2018","6,045","4,310","3,659","651"
"1487","10/9/2018","6,126","4,173","3,522","651"
"1488","10/10/2018","6,084","4,319","3,616","703"
"1489","10/11/2018","6,154","4,254","3,632","622"
"1490","10/12/2018","4,868","3,385","2,784","601"
"1491","10/13/2018","3,409","2,379","2,006","373"
"1492","10/14/2018","4,722","3,357","2,859","498"
"1493","10/15/2018","6,555","4,550","3,766","784"
"1494","10/16/2018","7,079","4,652","3,893","759"
"1495","10/17/2018","6,691","4,673","3,893","780"
"1496","10/18/2018","6,522","4,398","3,666","732"
"1497","10/19/2018","4,922","3,390","2,857","533"
"1498","10/20/2018","3,409","2,399","1,990","409"
"1499","10/21/2018","4,483","3,092","2,623","469"
"1500","10/22/2018","6,666","4,499","3,769","730"
"1501","10/23/2018","6,991","4,677","3,916","761"
"1502","10/24/2018","6,871","4,619","3,808","811"
"1503","10/25/2018","6,357","4,331","3,579","752"
"1504","10/26/2018","5,114","3,468","2,827","641"
"1505","10/27/2018","3,456","2,400","2,006","394"
"1506","10/28/2018","4,924","3,251","2,735","516"
"1507","10/29/2018","6,837","4,704","3,890","814"
"1508","10/30/2018","6,481","4,547","3,798","749"
"1509","10/31/2018","6,296","4,316","3,545","771"
"1510","11/1/2018","6,044","3,988","3,299","689"
"1511","11/2/2018","4,860","3,326","2,738","588"
"1512","11/3/2018","3,430","2,289","1,946","343"
"1513","11/4/2018","4,638","3,236","2,744","492"
"1514","11/5/2018","6,365","4,329","3,609","720"
"1515","11/6/2018","6,330","4,291","3,556","735"
"1516","11/7/2018","5,865","3,937","3,267","670"
"1517","11/8/2018","5,692","3,938","3,298","640"
"1518","11/9/2018","5,026","3,533","2,917","616"
"1519","11/10/2018","3,506","2,428","2,018","410"
"1520","11/11/2018","4,778","3,265","2,709","556"
"1521","11/12/2018","6,684","4,592","3,795","797"
"1522","11/13/2018","6,766","4,720","3,918","802"
"1523","11/14/2018","6,916","4,674","3,872","802"
"1524","11/15/2018","6,440","4,379","3,634","745"
"1525","11/16/2018","5,066","3,497","2,863","634"
"1526","11/17/2018","3,503","2,489","2,043","446"
"1527","11/18/2018","4,855","3,321","2,691","630"
"1528","11/19/2018","6,818","4,601","3,795","806"
"1529","11/20/2018","6,239","4,424","3,640","784"
"1530","11/21/2018","5,471","3,904","3,194","710"
"1531","11/22/2018","4,453","3,186","2,592","594"
"1532","11/23/2018","4,062","2,892","2,347","545"
"1533","11/24/2018","3,485","2,445","1,987","458"
"1534","11/25/2018","4,906","3,371","2,815","556"
"1535","11/26/2018","7,099","4,871","4,012","859"
"1536","11/27/2018","7,503","5,181","4,267","914"
"1537","11/28/2018","7,554","5,227","4,330","897"
"1538","11/29/2018","7,169","4,944","4,106","838"
"1539","11/30/2018","5,608","3,895","3,211","684"
"1540","12/1/2018","4,055","2,800","2,306","494"
"1541","12/2/2018","5,611","3,906","3,259","647"
"1542","12/3/2018","7,650","5,378","4,431","947"
"1543","12/4/2018","7,372","5,225","4,328","897"
"1544","12/5/2018","7,369","5,166","4,316","850"
"1545","12/6/2018","7,250","5,093","4,213","880"
"1546","12/7/2018","5,735","4,032","3,296","736"
"1547","12/8/2018","4,614","3,240","2,699","541"
"1548","12/9/2018","5,979","4,062","3,352","710"
"1549","12/10/2018","7,840","5,421","4,465","956"
"1550","12/11/2018","7,659","5,267","4,330","937"
"1551","12/12/2018","7,319","4,983","4,010","973"
"1552","12/13/2018","6,373","4,452","3,620","832"
"1553","12/14/2018","4,897","3,404","2,776","628"
"1554","12/15/2018","3,325","2,209","1,833","376"
"1555","12/16/2018","3,874","2,671","2,206","465"
"1556","12/17/2018","5,436","3,791","3,062","729"
"1557","12/18/2018","5,174","3,562","2,945","617"
"1558","12/19/2018","4,873","3,255","2,632","623"
"1559","12/20/2018","3,913","2,716","2,164","552"
"1560","12/21/2018","2,934","1,979","1,543","436"
"1561","12/22/2018","1,523","1,074","846","228"
"1562","12/23/2018","1,859","1,223","997","226"
"1563","12/24/2018","1,835","1,310","1,019","291"
"1564","12/25/2018","1,852","1,214","955","259"
"1565","12/26/2018","2,357","1,594","1,243","351"
"1566","12/27/2018","2,583","1,783","1,418","365"
"1567","12/28/2018","2,477","1,613","1,279","334"
"1568","12/29/2018","1,694","1,197","990","207"
"1569","12/30/2018","1,985","1,340","1,097","243"
"1570","12/31/2018","1,723","1,159","874","285"
"1571","1/1/2019","1,715","1,168","891","277"
"1572","1/2/2019","3,431","2,361","1,899","462"
"1573","1/3/2019","4,118","2,793","2,259","534"
"1574","1/4/2019","3,504","2,373","1,936","437"
"1575","1/5/2019","2,308","1,609","1,348","261"
"1576","1/6/2019","2,925","2,046","1,648","398"
"1577","1/7/2019","4,587","3,100","2,550","550"
"1578","1/8/2019","4,731","3,182","2,585","597"
"1579","1/9/2019","4,831","3,245","2,660","585"
"1580","1/10/2019","4,162","2,836","2,298","538"
"1581","1/11/2019","3,726","2,476","1,999","477"
"1582","1/12/2019","2,458","1,722","1,413","309"
"1583","1/13/2019","3,266","2,264","1,878","386"
"1584","1/14/2019","5,016","3,348","2,760","588"
"1585","1/15/2019","4,732","3,320","2,738","582"
"1586","1/16/2019","4,938","3,447","2,845","602"
"1587","1/17/2019","5,033","3,516","2,967","549"
"1588","1/18/2019","4,114","2,731","2,236","495"
"1589","1/19/2019","2,780","1,929","1,599","330"
"1590","1/20/2019","4,205","2,367","1,974","393"
"1591","1/21/2019","4,983","3,391","2,783","608"
"1592","1/22/2019","5,182","3,674","3,052","622"
"1593","1/23/2019","5,316","3,856","3,199","657"
"1594","1/24/2019","5,021","3,462","2,853","609"
"1595","1/25/2019","4,230","2,882","2,382","500"
"1596","1/26/2019","2,743","1,882","1,541","341"
"1597","1/27/2019","3,890","2,622","2,232","390"
"1598","1/28/2019","5,575","3,925","3,232","693"
"1599","1/29/2019","5,732","3,866","3,260","606"
"1600","1/30/2019","5,402","3,759","3,134","625"
"1601","1/31/2019","5,069","3,597","2,984","613"
"1602","2/1/2019","4,222","2,923","2,364","559"
"1603","2/2/2019","2,864","1,902","1,596","306"
"1604","2/3/2019","3,598","2,447","2,044","403"
"1605","2/4/2019","5,366","3,767","3,146","621"
"1606","2/5/2019","5,427","3,757","3,124","633"
"1607","2/6/2019","5,667","3,759","3,130","629"
"1608","2/7/2019","5,517","3,763","3,069","694"
"1609","2/8/2019","4,420","2,943","2,429","514"
"1610","2/9/2019","3,150","2,274","1,911","363"
"1611","2/10/2019","4,264","2,962","2,470","492"
"1612","2/11/2019","6,569","4,276","3,566","710"
"1613","2/12/2019","6,145","4,092","3,391","701"
"1614","2/13/2019","5,743","3,932","3,236","696"
"1615","2/14/2019","5,512","3,762","3,075","687"
"1616","2/15/2019","4,127","2,952","2,377","575"
"1617","2/16/2019","3,309","2,195","1,809","386"
"1618","2/17/2019","3,761","2,669","2,217","452"
"1619","2/18/2019","5,592","3,912","3,226","686"
"1620","2/19/2019","6,100","4,322","3,575","747"
"1621","2/20/2019","6,208","4,265","3,543","722"
"1622","2/21/2019","5,730","4,071","3,352","719"
"1623","2/22/2019","4,372","3,073","2,508","565"
"1624","2/23/2019","3,378","2,259","1,871","388"
"1625","2/24/2019","4,367","3,012","2,524","488"
"1626","2/25/2019","6,318","4,424","3,678","746"
"1627","2/26/2019","6,431","4,304","3,530","774"
"1628","2/27/2019","5,919","4,205","3,442","763"
"1629","2/28/2019","5,668","3,966","3,266","700"
"1630","3/1/2019","4,581","3,178","2,594","584"
"1631","3/2/2019","3,383","2,263","1,878","385"
"1632","3/3/2019","4,311","3,005","2,476","529"
"1633","3/4/2019","6,357","4,214","3,443","771"
"1634","3/5/2019","6,092","4,092","3,343","749"
"1635","3/6/2019","5,772","4,070","3,340","730"
"1636","3/7/2019","5,861","4,064","3,330","734"
"1637","3/8/2019","4,600","3,147","2,590","557"
"1638","3/9/2019","3,390","2,218","1,849","369"
"1639","3/10/2019","4,099","2,898","2,397","501"
"1640","3/11/2019","6,240","4,320","3,599","721"
"1641","3/12/2019","5,871","4,127","3,375","752"
"1642","3/13/2019","6,381","4,506","3,726","780"
"1643","3/14/2019","5,853","4,043","3,328","715"
"1644","3/15/2019","4,425","3,116","2,499","617"
"1645","3/16/2019","2,961","2,099","1,685","414"
"1646","3/17/2019","4,008","2,744","2,258","486"
"1647","3/18/2019","5,830","4,040","3,319","721"
"1648","3/19/2019","6,089","4,164","3,448","716"
"1649","3/20/2019","5,800","3,946","3,192","754"
"1650","3/21/2019","5,431","3,761","3,100","661"
"1651","3/22/2019","4,560","3,071","2,543","528"
"1652","3/23/2019","3,256","2,254","1,859","395"
"1653","3/24/2019","4,156","2,858","2,386","472"
"1654","3/25/2019","6,060","4,232","3,469","763"
