"","age","workclass","fnlwgt","education","education.num","marital.status","occupation","relationship","race","sex","capital.gain","capital.loss","hours.per.week","native.country","incm.2.t.pred","test3[, 15]"
"3335",35," Private",170617," HS-grad",9," Never-married"," Machine-op-inspct"," Unmarried"," Black"," Female",0,0,48," United-States"," <=50K"," <=50K"
"3336",26," Private",340787," HS-grad",9," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"3337",25," Private",57512," Some-college",10," Never-married"," Sales"," Not-in-family"," White"," Male",0,0,45," United-States"," <=50K"," <=50K"
"3338",25," Private",27411," Bachelors",13," Divorced"," Sales"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"," <=50K"
"3339",58," Local-gov",318537," 12th",8," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"3340",27," Private",242207," Bachelors",13," Never-married"," Tech-support"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"," <=50K"
"3341",37," Private",65390," Bachelors",13," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,50," United-States"," >50K"," <=50K"
"3342",41," Self-emp-not-inc",240900," HS-grad",9," Divorced"," Farming-fishing"," Other-relative"," White"," Male",0,0,20," United-States"," <=50K"," <=50K"
"3343",46," Private",345073," HS-grad",9," Divorced"," Exec-managerial"," Not-in-family"," White"," Male",0,0,48," United-States"," <=50K"," >50K"
"3344",40," Federal-gov",219266," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States"," >50K"," >50K"
"3345",27," Private",74883," Bachelors",13," Never-married"," Tech-support"," Not-in-family"," Asian-Pac-Islander"," Female",0,0,40," Philippines"," <=50K"," <=50K"
"3346",63," Private",176696," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," >50K"
"3347",28," Self-emp-not-inc",240172," Masters",14," Never-married"," Prof-specialty"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"3348",45," Self-emp-inc",191776," Masters",14," Divorced"," Sales"," Unmarried"," White"," Female",25236,0,42," United-States"," >50K"," >50K"
"3349",18," Private",177648," HS-grad",9," Never-married"," Sales"," Own-child"," White"," Female",0,0,25," United-States"," <=50K"," <=50K"
"3350",21," Private",197583," Some-college",10," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,20," United-States"," <=50K"," <=50K"
"3351",41," Local-gov",33068," Masters",14," Divorced"," Prof-specialty"," Not-in-family"," White"," Male",0,1974,40," United-States"," <=50K"," <=50K"
"3352",67," Local-gov",204123," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,10," United-States"," <=50K"," <=50K"
"3353",22," Private",190625," Some-college",10," Never-married"," Adm-clerical"," Own-child"," White"," Male",0,0,35," United-States"," <=50K"," <=50K"
"3354",21," ?",242736," Assoc-acdm",12," Never-married"," ?"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"," <=50K"
"3355",48," Local-gov",195949," Some-college",10," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",0,0,42," United-States"," >50K"," >50K"
"3356",37," State-gov",270278," HS-grad",9," Divorced"," Adm-clerical"," Unmarried"," White"," Female",0,0,12," Puerto-Rico"," <=50K"," <=50K"
"3357",26," Private",201481," Bachelors",13," Never-married"," Exec-managerial"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"," <=50K"
"3358",31," Private",246439," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,45," United-States"," <=50K"," <=50K"
"3359",38," Private",192337," 12th",8," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," >50K"
"3360",36," Private",105021," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,55," United-States"," >50K"," <=50K"
"3361",31," Private",194901," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,50," United-States"," <=50K"," >50K"
"3362",40," Private",34987," Bachelors",13," Never-married"," Sales"," Not-in-family"," White"," Male",0,0,53," United-States"," <=50K"," <=50K"
"3363",38," Private",219137," HS-grad",9," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",0,0,22," United-States"," <=50K"," <=50K"
"3364",49," Local-gov",184428," Masters",14," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,40," United-States"," >50K"," <=50K"
"3365",24," Private",215243," Bachelors",13," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",0,0,42," United-States"," <=50K"," <=50K"
"3366",44," Private",225879," Some-college",10," Married-civ-spouse"," Adm-clerical"," Wife"," Other"," Female",0,0,30," Mexico"," <=50K"," >50K"
"3367",62," ?",186611," HS-grad",9," Never-married"," ?"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"3368",29," Local-gov",45554," Some-college",10," Divorced"," Adm-clerical"," Unmarried"," White"," Female",0,0,40," United-States"," <=50K"," <=50K"
"3369",41," Self-emp-inc",218302," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,60," United-States"," >50K"," >50K"
"3370",34," Private",199864," Some-college",10," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",0,2057,40," United-States"," <=50K"," <=50K"
"3371",58," Self-emp-not-inc",31732," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,50," United-States"," <=50K"," <=50K"
"3372",32," Private",29312," Some-college",10," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"3373",43," State-gov",165309," HS-grad",9," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"3374",23," Private",145389," Some-college",10," Married-civ-spouse"," Sales"," Wife"," White"," Female",0,0,40," United-States"," <=50K"," <=50K"
"3375",33," Private",119913," Assoc-voc",11," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," >50K"
"3376",24," Private",154422," Bachelors",13," Never-married"," Exec-managerial"," Own-child"," Asian-Pac-Islander"," Female",0,0,40," Philippines"," <=50K"," <=50K"
"3377",47," Private",170850," HS-grad",9," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",4064,0,60," United-States"," <=50K"," <=50K"
"3378",32," Private",127875," Bachelors",13," Married-civ-spouse"," Tech-support"," Wife"," White"," Female",0,0,40," United-States"," >50K"," >50K"
"3379",74," Self-emp-not-inc",119129," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,2149,20," United-States"," >50K"," <=50K"
"3380",20," Private",130840," HS-grad",9," Never-married"," Craft-repair"," Own-child"," White"," Male",0,0,20," United-States"," <=50K"," <=50K"
"3381",23," Private",314539," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"3382",29," Private",29865," HS-grad",9," Divorced"," Sales"," Not-in-family"," Amer-Indian-Eskimo"," Female",0,0,50," United-States"," <=50K"," <=50K"
"3383",33," Private",85355," HS-grad",9," Separated"," Machine-op-inspct"," Not-in-family"," White"," Male",0,0,30," United-States"," <=50K"," <=50K"
"3384",50," Private",104501," HS-grad",9," Never-married"," Adm-clerical"," Not-in-family"," White"," Male",0,1980,40," United-States"," <=50K"," <=50K"
"3385",28," ?",190303," Assoc-acdm",12," Never-married"," ?"," Other-relative"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"3386",35," Private",403037," HS-grad",9," Separated"," Adm-clerical"," Unmarried"," White"," Female",0,0,40," United-States"," <=50K"," <=50K"
"3387",35," Private",142282," Some-college",10," Separated"," Other-service"," Unmarried"," White"," Female",0,0,25," United-States"," <=50K"," <=50K"
"3388",35," Private",340260," HS-grad",9," Divorced"," Craft-repair"," Unmarried"," White"," Female",0,0,48," United-States"," <=50K"," <=50K"
"3389",40," Private",214010," Bachelors",13," Never-married"," Other-service"," Not-in-family"," White"," Male",0,0,37," United-States"," <=50K"," <=50K"
"3390",28," Private",273269," Some-college",10," Never-married"," Craft-repair"," Not-in-family"," Black"," Male",0,0,40," United-States"," <=50K"," <=50K"
"3391",52," Private",113094," Bachelors",13," Separated"," Adm-clerical"," Unmarried"," White"," Female",0,1092,40," United-States"," <=50K"," <=50K"
"3392",29," Private",200381," 11th",7," Never-married"," Exec-managerial"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"," <=50K"
"3393",61," Local-gov",101265," HS-grad",9," Widowed"," Adm-clerical"," Unmarried"," White"," Female",1471,0,35," United-States"," <=50K"," <=50K"
"3394",56," Private",104842," Bachelors",13," Divorced"," Prof-specialty"," Unmarried"," Black"," Female",0,0,50," Haiti"," <=50K"," <=50K"
"3395",40," Self-emp-inc",207578," HS-grad",9," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,50," United-States"," <=50K"," >50K"
"3396",34," Private",40067," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"3397",57," Local-gov",170066," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,25," United-States"," <=50K"," >50K"
"3398",37," Private",232614," HS-grad",9," Divorced"," Other-service"," Unmarried"," Black"," Female",0,0,30," United-States"," <=50K"," <=50K"
"3399",28," Private",176683," Assoc-acdm",12," Never-married"," Prof-specialty"," Own-child"," White"," Male",0,0,40," France"," <=50K"," <=50K"
"3400",42," Private",113147," Assoc-acdm",12," Married-civ-spouse"," Prof-specialty"," Husband"," Black"," Male",0,0,40," United-States"," >50K"," <=50K"
"3401",23," Private",262744," Some-college",10," Never-married"," Adm-clerical"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"3402",36," Private",166988," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",0,0,40," United-States"," >50K"," >50K"
"3403",47," Private",573583," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,48," Italy"," >50K"," >50K"
"3404",39," Private",52645," Some-college",10," Divorced"," Sales"," Unmarried"," White"," Female",0,0,40," United-States"," <=50K"," <=50K"
"3405",40," Private",97688," Some-college",10," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",0,0,48," United-States"," >50K"," >50K"
"3406",30," State-gov",190385," Some-college",10," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",0,0,37," United-States"," <=50K"," <=50K"
"3407",28," Private",201861," Some-college",10," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,45," United-States"," <=50K"," <=50K"
"3408",28," Local-gov",304960," Assoc-acdm",12," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",0,1980,40," United-States"," <=50K"," <=50K"
"3409",32," Private",29933," Bachelors",13," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,50," United-States"," <=50K"," >50K"
"3410",18," Private",152182," Some-college",10," Never-married"," Other-service"," Own-child"," White"," Female",0,0,25," United-States"," <=50K"," <=50K"
"3411",24," Private",203027," Assoc-acdm",12," Never-married"," Machine-op-inspct"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"3412",57," Private",133902," HS-grad",9," Widowed"," Exec-managerial"," Unmarried"," White"," Female",0,0,45," United-States"," <=50K"," <=50K"
"3413",35," Private",160120," Bachelors",13," Married-civ-spouse"," Adm-clerical"," Husband"," Asian-Pac-Islander"," Male",0,0,40," Philippines"," >50K"," >50K"
"3414",20," Private",431745," Some-college",10," Never-married"," Adm-clerical"," Not-in-family"," Black"," Female",0,0,14," United-States"," <=50K"," <=50K"
"3415",30," Self-emp-not-inc",115932," HS-grad",9," Never-married"," Craft-repair"," Not-in-family"," White"," Male",99999,0,50," United-States"," >50K"," >50K"
"3416",64," Self-emp-not-inc",150121," Doctorate",16," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,25," United-States"," >50K"," >50K"
"3417",65," Self-emp-not-inc",131417," 5th-6th",3," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",1797,0,21," United-States"," <=50K"," <=50K"
"3418",21," Private",67804," 9th",5," Never-married"," Machine-op-inspct"," Own-child"," Black"," Male",0,0,20," United-States"," <=50K"," <=50K"
"3419",34," Private",158800," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,50," United-States"," >50K"," >50K"
"3420",30," Private",169583," HS-grad",9," Never-married"," Sales"," Own-child"," White"," Female",0,0,35," United-States"," <=50K"," <=50K"
"3421",46," Private",271828," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," >50K"
"3422",58," Self-emp-not-inc",204816," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,60," United-States"," <=50K"," >50K"
"3423",40," Private",346847," Assoc-voc",11," Separated"," Prof-specialty"," Other-relative"," White"," Female",0,0,40," United-States"," <=50K"," <=50K"
"3424",18," ?",173125," 12th",8," Never-married"," ?"," Own-child"," White"," Female",0,0,24," United-States"," <=50K"," <=50K"
"3425",32," State-gov",131588," Some-college",10," Never-married"," Tech-support"," Unmarried"," Black"," Female",0,0,20," United-States"," <=50K"," <=50K"
"3426",30," Private",56004," Some-college",10," Never-married"," Exec-managerial"," Own-child"," Black"," Female",0,0,40," United-States"," <=50K"," <=50K"
"3427",52," Self-emp-not-inc",289436," Doctorate",16," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,60," United-States"," >50K"," >50K"
"3428",53," Private",147476," HS-grad",9," Divorced"," Exec-managerial"," Not-in-family"," Black"," Female",0,0,40," United-States"," <=50K"," <=50K"
"3429",25," Private",312157," Some-college",10," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"," <=50K"
"3430",90," Private",52386," Some-college",10," Never-married"," Other-service"," Not-in-family"," Asian-Pac-Islander"," Male",0,0,35," United-States"," <=50K"," <=50K"
"3431",23," Private",291011," HS-grad",9," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"3432",30," Private",23778," 7th-8th",4," Separated"," Handlers-cleaners"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"3433",35," Private",126569," HS-grad",9," Divorced"," Craft-repair"," Own-child"," White"," Male",0,0,20," United-States"," <=50K"," <=50K"
"3434",20," Private",180497," HS-grad",9," Never-married"," Other-service"," Not-in-family"," Black"," Female",0,0,40," United-States"," <=50K"," <=50K"
"3435",32," Federal-gov",386877," Assoc-voc",11," Never-married"," Tech-support"," Own-child"," Black"," Male",4650,0,40," United-States"," <=50K"," <=50K"
"3436",54," Private",329733," HS-grad",9," Never-married"," Exec-managerial"," Unmarried"," White"," Male",0,0,40," United-States"," <=50K"," >50K"
"3437",50," Self-emp-inc",132716," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,50," Germany"," >50K"," >50K"
"3438",28," Private",142443," HS-grad",9," Never-married"," Craft-repair"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"3439",23," Private",259496," HS-grad",9," Never-married"," Machine-op-inspct"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"," <=50K"
"3440",32," Private",36467," Assoc-acdm",12," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,45," United-States"," <=50K"," >50K"
"3441",62," Private",138157," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,12," United-States"," <=50K"," <=50K"
"3442",35," Self-emp-not-inc",112271," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,50," United-States"," >50K"," >50K"
"3443",28," Private",149652," 10th",6," Never-married"," Other-service"," Own-child"," Black"," Female",0,0,30," United-States"," <=50K"," <=50K"
"3444",33," Private",144064," Doctorate",16," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,55," United-States"," >50K"," >50K"
"3445",40," Private",197344," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,65," United-States"," >50K"," >50K"
"3446",39," Local-gov",112284," Masters",14," Divorced"," Prof-specialty"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"," <=50K"
"3447",36," Federal-gov",89083," Assoc-voc",11," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",0,0,40," United-States"," >50K"," <=50K"
"3448",38," Private",342448," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,55," United-States"," >50K"," >50K"
"3449",34," Self-emp-not-inc",250182," 11th",7," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,60," United-States"," <=50K"," <=50K"
"3450",38," Self-emp-not-inc",182416," HS-grad",9," Never-married"," Sales"," Unmarried"," Black"," Female",0,0,42," United-States"," <=50K"," <=50K"
"3451",44," Private",167005," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",7688,0,60," United-States"," >50K"," >50K"
"3452",26," Private",171114," Bachelors",13," Never-married"," Exec-managerial"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"," <=50K"
"3453",58," Private",316849," Some-college",10," Divorced"," Other-service"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"3454",23," Self-emp-not-inc",258298," Bachelors",13," Never-married"," Adm-clerical"," Own-child"," White"," Male",0,2231,40," United-States"," <=50K"," >50K"
"3455",20," Private",203003," HS-grad",9," Never-married"," Transport-moving"," Other-relative"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"3456",32," Private",328060," 9th",5," Separated"," Other-service"," Unmarried"," Other"," Female",0,0,40," Mexico"," <=50K"," <=50K"
"3457",35," State-gov",248374," Some-college",10," Divorced"," Adm-clerical"," Unmarried"," Black"," Female",0,0,40," United-States"," <=50K"," <=50K"
"3458",55," Private",256953," HS-grad",9," Widowed"," Machine-op-inspct"," Unmarried"," Black"," Female",0,0,44," United-States"," <=50K"," <=50K"
"3459",62," Private",209844," Some-college",10," Divorced"," Adm-clerical"," Unmarried"," White"," Female",0,0,30," United-States"," <=50K"," <=50K"
"3460",25," Private",202091," Masters",14," Never-married"," Prof-specialty"," Own-child"," White"," Female",0,0,60," United-States"," <=50K"," <=50K"
"3461",65," ?",404601," HS-grad",9," Married-civ-spouse"," ?"," Husband"," White"," Male",2414,0,30," United-States"," <=50K"," <=50K"
"3462",18," Private",322999," Some-college",10," Never-married"," Other-service"," Own-child"," White"," Female",0,0,20," United-States"," <=50K"," <=50K"
"3463",36," ?",216256," HS-grad",9," Married-civ-spouse"," ?"," Husband"," White"," Male",3464,0,30," United-States"," <=50K"," <=50K"
"3464",60," ?",290593," Masters",14," Married-civ-spouse"," ?"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"3465",50," Private",213296," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,48," United-States"," >50K"," >50K"
"3466",26," ?",208994," Some-college",10," Never-married"," ?"," Own-child"," White"," Male",0,0,12," United-States"," <=50K"," <=50K"
"3467",42," Self-emp-not-inc",214242," Prof-school",15," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,1902,50," United-States"," >50K"," >50K"
"3468",57," Private",231232," 7th-8th",4," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"3469",25," Private",210184," 11th",7," Separated"," Craft-repair"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"3470",46," Self-emp-inc",219962," Bachelors",13," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",7298,0,40," ?"," >50K"," >50K"
"3471",59," Private",131869," HS-grad",9," Widowed"," Other-service"," Not-in-family"," White"," Female",0,0,35," United-States"," <=50K"," <=50K"
"3472",41," Private",210844," Some-college",10," Married-spouse-absent"," Sales"," Unmarried"," Black"," Female",0,0,40," United-States"," <=50K"," <=50K"
"3473",41," Private",104334," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,50," United-States"," >50K"," >50K"
"3474",18," State-gov",272918," HS-grad",9," Never-married"," Adm-clerical"," Own-child"," Black"," Male",0,0,15," United-States"," <=50K"," <=50K"
"3475",59," Private",32552," Bachelors",13," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,4," United-States"," <=50K"," <=50K"
"3476",21," Private",195199," HS-grad",9," Never-married"," Prof-specialty"," Own-child"," White"," Female",0,0,30," United-States"," <=50K"," <=50K"
"3477",26," State-gov",53903," HS-grad",9," Never-married"," Craft-repair"," Unmarried"," White"," Male",0,0,50," United-States"," <=50K"," <=50K"
"3478",20," ?",122244," HS-grad",9," Never-married"," ?"," Not-in-family"," White"," Female",0,0,28," United-States"," <=50K"," <=50K"
"3479",60," Private",166330," HS-grad",9," Married-civ-spouse"," Other-service"," Wife"," White"," Female",99999,0,40," United-States"," >50K"," >50K"
"3480",44," Private",139338," 12th",8," Divorced"," Transport-moving"," Unmarried"," Black"," Male",0,0,40," United-States"," <=50K"," <=50K"
"3481",37," Private",167851," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,50," United-States"," <=50K"," <=50K"
"3482",47," Private",178686," Assoc-voc",11," Never-married"," Other-service"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"3483",49," Self-emp-not-inc",343742," 10th",6," Never-married"," Craft-repair"," Not-in-family"," Black"," Male",0,0,32," United-States"," <=50K"," <=50K"
"3484",72," Private",74141," 9th",5," Married-civ-spouse"," Exec-managerial"," Wife"," Asian-Pac-Islander"," Female",0,0,48," United-States"," <=50K"," >50K"
"3485",30," Private",187618," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,50," United-States"," <=50K"," <=50K"
"3486",58," Local-gov",205267," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",0,0,40," United-States"," >50K"," >50K"
"3487",36," Private",242713," HS-grad",9," Divorced"," Adm-clerical"," Unmarried"," Black"," Female",0,0,40," ?"," <=50K"," <=50K"
"3488",25," Private",204338," 10th",6," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," Mexico"," <=50K"," <=50K"
"3489",63," Private",301108," 11th",7," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,22," United-States"," <=50K"," <=50K"
"3490",18," ?",271935," 11th",7," Never-married"," ?"," Other-relative"," White"," Female",0,0,20," United-States"," <=50K"," <=50K"
"3491",40," Private",171424," HS-grad",9," Divorced"," Transport-moving"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"3492",37," Private",143058," 10th",6," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,50," United-States"," <=50K"," <=50K"
"3493",47," Private",503454," 12th",8," Never-married"," Adm-clerical"," Other-relative"," Black"," Female",0,0,40," United-States"," <=50K"," <=50K"
"3494",23," Private",184665," HS-grad",9," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",0,0,50," United-States"," <=50K"," <=50K"
"3495",26," Private",213081," HS-grad",9," Never-married"," Adm-clerical"," Unmarried"," Black"," Female",0,0,40," Jamaica"," <=50K"," <=50K"
"3496",23," Private",384651," Some-college",10," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"3497",23," Private",184813," Some-college",10," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,20," United-States"," <=50K"," <=50K"
"3498",37," Private",66686," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," >50K"
"3499",27," Private",72208," Some-college",10," Never-married"," Adm-clerical"," Own-child"," Black"," Male",0,0,40," United-States"," <=50K"," <=50K"
"3500",33," Self-emp-not-inc",199539," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,65," United-States"," <=50K"," <=50K"
"3501",51," Private",102615," Masters",14," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",0,1977,40," United-States"," >50K"," >50K"
"3502",32," Private",180871," Assoc-voc",11," Divorced"," Sales"," Not-in-family"," White"," Male",0,0,50," United-States"," <=50K"," >50K"
"3503",24," Private",162312," HS-grad",9," Never-married"," Sales"," Own-child"," Asian-Pac-Islander"," Male",0,0,40," South"," <=50K"," <=50K"
"3504",50," Private",92969," 1st-4th",2," Separated"," Prof-specialty"," Unmarried"," Black"," Female",0,0,40," United-States"," <=50K"," <=50K"
"3505",39," Private",319248," 10th",6," Never-married"," Other-service"," Unmarried"," White"," Female",0,0,25," Mexico"," <=50K"," <=50K"
"3506",32," Private",245487," 5th-6th",3," Married-civ-spouse"," Machine-op-inspct"," Husband"," Amer-Indian-Eskimo"," Male",0,0,40," Mexico"," <=50K"," <=50K"
"3507",18," Private",271935," HS-grad",9," Never-married"," Machine-op-inspct"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"," <=50K"
"3508",24," Private",140001," Bachelors",13," Never-married"," Adm-clerical"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"3509",30," Private",108023," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"3510",37," Private",206888," HS-grad",9," Never-married"," Exec-managerial"," Not-in-family"," White"," Female",0,0,50," United-States"," <=50K"," <=50K"
"3511",40," Private",182217," Some-college",10," Married-civ-spouse"," Other-service"," Wife"," White"," Female",0,0,40," Scotland"," >50K"," <=50K"
"3512",34," Private",133503," Some-college",10," Divorced"," Transport-moving"," Not-in-family"," White"," Male",2174,0,40," United-States"," <=50K"," <=50K"
"3513",40," Private",200496," Bachelors",13," Separated"," Sales"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"3514",48," State-gov",122066," HS-grad",9," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,35," United-States"," <=50K"," >50K"
"3515",33," Private",174789," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"3516",24," Private",293091," HS-grad",9," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"3517",47," Private",205730," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,56," United-States"," <=50K"," >50K"
"3518",22," Local-gov",289982," Bachelors",13," Never-married"," Prof-specialty"," Own-child"," White"," Female",0,0,35," United-States"," <=50K"," <=50K"
"3519",47," Self-emp-inc",116927," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,42," United-States"," <=50K"," >50K"
"3520",49," Private",166789," HS-grad",9," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"3521",68," Self-emp-inc",182131," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",10605,0,20," United-States"," >50K"," >50K"
"3522",38," Private",108907," HS-grad",9," Divorced"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," ?"," <=50K"," <=50K"
"3523",21," Private",65225," Some-college",10," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",0,0,30," United-States"," <=50K"," <=50K"
"3524",51," Private",40641," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,60," United-States"," >50K"," >50K"
"3525",26," ?",182332," Assoc-voc",11," Married-civ-spouse"," ?"," Wife"," White"," Female",0,0,40," United-States"," <=50K"," <=50K"
